,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
175,KEC,M,17,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4.0,4.0,4,1,4,3,4,8
176,KEC,M,15,U,LE3,T,1,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,yes,no,no,4.0,4.0,4,2,4,5,2,10
177,KEC,M,16,U,GT3,T,1,3,at_home,services,course,father,1,1,1,no,no,no,no,yes,no,yes,no,5.0,3.0,3,1,4,2,2,8
178,KEC,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,0,no,no,no,yes,yes,no,no,yes,5.0,3.0,5,1,5,5,0,8
179,KEC,M,17,U,GT3,T,3,2,services,services,course,mother,2,1,3,no,yes,no,yes,no,no,no,no,4.0,5.0,2,1,1,2,10,8
180,KEC,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4.0,3.0,5,2,4,4,0,11
181,KEC,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4.0,2.0,3,1,1,3,0,18
182,KEC,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5.0,1.0,5,1,1,4,0,13
183,KEC,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4.0,4.0,2,1,1,3,0,17
184,KEC,M,16,U,GT3,T,3,4,other,other,course,father,3,1,1,no,yes,no,yes,no,yes,yes,no,3.0,4.0,5,2,4,2,4,10
185,KEC,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,2,1,1,3,0,18
186,KEC,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,4,1,3,5,0,10
187,KEC,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,4.0,3.0,5,1,1,3,0,13
188,KEC,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,5,1,1,4,0,15
189,KEC,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4.0,4.0,4,4,4,4,0,11
190,KEC,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,3.0,4.0,4,1,4,5,0,14
191,KEC,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4.0,3.0,4,1,4,4,4,10
192,KEC,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,3,3,4,3,8,11
193,KEC,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5.0,2.0,3,1,1,2,4,13
194,KEC,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3.0,4.0,3,2,3,3,4,11
195,KEC,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4.0,2.0,3,1,2,3,0,13
196,KEC,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5.0,4.0,2,2,3,5,0,17
197,KEC,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5.0,3.0,3,2,3,1,32,14
198,KEC,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1.0,2.0,2,1,2,1,8,16
199,KEC,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,4,2,3,4,6,14
200,KEC,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3.0,3.0,3,1,2,3,0,11
201,KEC,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4.0,2.0,3,1,2,5,0,16
202,KEC,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3.0,3.0,3,1,3,3,10,14
203,KEC,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3.0,1.0,3,1,5,3,6,10
204,KEC,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4.0,3.0,3,1,1,2,6,13
205,KEC,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5.0,3.0,3,1,1,3,0,12
206,KEC,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,no,yes,no,yes,yes,no,4.0,4.0,4,4,5,5,16,12
207,KEC,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,2,3,4,5,0,10
208,KEC,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5.0,3.0,3,1,1,3,0,12
209,KEC,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,2,1,1,5,8,16
210,KEC,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5.0,2.0,3,1,2,5,4,14
211,KEC,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,3.0,3.0,4,3,5,3,16,12
212,KEC,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4.0,2.0,4,2,3,2,30,16
213,KEC,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4.0,5.0,2,1,2,3,0,11
214,KEC,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,5,1,5,2,2,15
215,KEC,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,no,no,4.0,4.0,3,1,3,4,4,12
216,KEC,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,no,no,4.0,4.0,4,1,3,1,0,15
217,KEC,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5.0,3.0,2,1,2,3,21,13
218,KEC,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,no,yes,no,yes,yes,no,5.0,3.0,5,1,1,5,6,13
219,KEC,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4.0,4.0,3,3,4,5,14,8
220,KEC,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2.0,3.0,3,2,2,4,2,12
221,KEC,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,1.0,3.0,2,1,1,1,4,15
222,KEC,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,4.0,3.0,2,1,4,5,2,13
223,KEC,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,4.0,4.0,2,1,1,4,0,12
224,KEC,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3,1,2,3,4,12
225,KEC,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5.0,3.0,5,4,5,3,15,12
226,KEC,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,3.0,3.0,4,1,1,4,0,13
227,KEC,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,4,2,4,5,10,11
228,KEC,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,no,no,yes,yes,no,no,5.0,2.0,1,1,2,3,6,11
229,KEC,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4.0,4.0,4,1,3,1,2,15
230,KEC,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3.0,4.0,5,2,4,1,16,10
231,KEC,M,18,U,LE3,T,3,3,services,health,home,father,1,2,0,no,yes,no,no,yes,yes,yes,no,3.0,2.0,4,2,4,4,10,10
232,KEC,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,no,no,yes,yes,no,no,3.0,3.0,3,1,4,3,4,13
233,KEC,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3,1,1,4,0,13
234,KEC,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,5,1,2,5,0,11
235,KEC,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,yes,4.0,3.0,4,1,1,5,12,12
236,KEC,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2.0,3.0,1,1,1,3,0,14
237,KEC,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,3,no,yes,yes,no,yes,yes,yes,no,3.0,3.0,3,5,5,4,9,10
238,KEC,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5.0,3.0,2,1,1,5,4,16
239,KEC,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3,1,1,4,4,8
240,KEC,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5.0,3.0,4,1,3,3,2,17
241,KEC,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,no,no,no,yes,yes,no,5.0,3.0,3,1,3,3,0,11
242,KEC,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,no,yes,yes,yes,yes,yes,4.0,3.0,2,4,5,3,2,11
243,KEC,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3.0,2.0,3,1,2,3,0,16
244,KEC,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3.0,2.0,3,1,2,3,0,12
245,KEC,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,5.0,2,1,1,1,0,13
246,KEC,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4.0,5.0,5,1,3,2,0,13
247,KEC,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,4,2,4,1,0,14
248,KEC,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3.0,4.0,2,1,1,5,2,9
249,KEC,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3,1,3,2,0,12
250,KEC,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4.0,4.0,2,5,5,4,0,16
251,KEC,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4.0,5.0,2,1,1,5,4,10
252,KEC,F,16,U,GT3,A,4,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3,1,2,5,0,13
253,KEC,F,18,U,LE3,A,2,4,services,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3,1,1,3,18,10
254,KEC,F,18,U,LE3,T,2,2,at_home,services,course,mother,1,2,1,no,yes,no,no,no,yes,yes,yes,5.0,3.0,1,1,1,5,16,10
255,KEC,F,18,U,GT3,T,3,3,other,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4.0,1.0,1,1,1,3,14,7
256,KEC,M,18,U,GT3,T,2,2,other,at_home,course,other,1,1,1,no,yes,no,yes,no,no,yes,yes,4.0,4.0,3,2,2,1,26,8
257,KEC,M,17,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,4.0,2.0,1,1,2,5,6,9
258,KEC,F,17,U,GT3,T,3,2,other,other,course,father,1,2,0,no,no,no,yes,yes,yes,no,no,5.0,4.0,2,1,1,3,4,15
259,KEC,F,17,U,LE3,T,1,1,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,2,1,2,4,10,10
260,KEC,F,16,U,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,no,yes,no,yes,no,5.0,3.0,5,1,2,5,4,11
261,KEC,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2.0,1.0,1,1,1,3,2,13
262,KEC,F,17,R,LE3,A,1,4,other,other,course,other,4,1,1,no,yes,no,no,yes,yes,yes,no,5.0,5.0,4,1,1,5,14,8
263,KEC,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,0,no,no,no,no,yes,no,yes,no,5.0,5.0,4,3,5,2,16,8
264,KEC,F,17,U,LE3,A,2,2,other,other,home,mother,1,1,1,no,yes,no,no,no,no,yes,no,3.0,1.0,2,1,1,1,8,10
265,KEC,F,17,R,LE3,T,1,1,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4.0,3.0,3,1,3,5,4,15
266,KEC,F,17,U,LE3,A,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4.0,3.0,2,1,1,4,4,14
267,KEC,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2.0,5.0,5,1,4,5,8,15
268,KEC,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3.0,3.0,3,2,3,4,0,12
269,KEC,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5.0,4.0,5,1,1,3,7,15
270,KEC,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5.0,3.0,2,1,2,5,4,15
271,KEC,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5.0,3.0,1,1,4,5,2,12
272,KEC,M,17,R,GT3,T,1,1,other,other,home,father,2,3,0,no,no,no,no,no,yes,yes,yes,4.0,3.0,3,1,1,1,2,15
273,KEC,F,17,U,GT3,T,3,3,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,4.0,2.0,2,2,3,5,10,11
274,KEC,F,17,U,GT3,T,1,1,at_home,other,course,mother,1,2,0,yes,no,no,no,no,yes,no,yes,4.0,3.0,2,1,1,4,10,10
275,KEC,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,no,no,no,yes,yes,yes,4.0,4.0,4,1,1,3,10,11
276,KEC,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4.0,3.0,3,1,1,4,7,16
277,KEC,F,17,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,no,4.0,3.0,4,1,2,5,4,11
278,KEC,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5.0,2.0,2,1,1,2,2,13
279,KEC,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5.0,4.0,5,5,5,1,12,5
280,KEC,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4.0,3.0,3,1,3,5,8,10
281,KEC,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,no,no,no,yes,yes,no,4.0,3.0,2,2,4,5,0,11
282,KEC,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,0,no,no,no,no,yes,no,yes,no,4.0,4.0,5,2,4,5,8,7
283,KEC,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,1,yes,yes,no,no,no,yes,yes,no,5.0,3.0,3,1,3,2,4,10
284,KEC,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,2,no,no,no,no,no,no,yes,no,3.0,2.0,5,2,5,5,4,6
285,KEC,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3.0,3.0,2,1,3,3,2,12
286,KEC,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4.0,4.0,2,2,4,5,0,13
287,KEC,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4.0,4.0,4,1,2,5,0,10
288,KEC,F,18,U,LE3,A,2,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,4.0,3.0,4,1,3,5,2,13
289,KEC,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,3,1,1,4,2,17
290,KEC,F,19,U,GT3,T,2,2,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3,1,1,5,0,11
291,KEC,M,18,U,LE3,T,2,1,services,other,course,mother,3,2,1,no,no,no,yes,no,no,yes,no,4.0,4.0,5,4,4,5,4,11
292,KEC,F,17,R,GT3,T,4,2,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,4,1,3,5,2,14
293,KEC,F,18,U,LE3,T,1,1,other,at_home,home,mother,1,3,0,no,yes,no,no,no,yes,no,no,4.0,4.0,3,2,3,3,4,14
294,KEC,F,18,R,GT3,T,2,2,other,other,home,mother,1,2,0,yes,no,no,no,yes,yes,no,no,3.0,2.0,3,1,1,5,4,13
295,KEC,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,1,1,1,1,4,14
296,KEC,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5.0,2.0,4,1,2,4,2,16
297,KEC,M,17,R,GT3,T,2,2,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,no,5.0,2.0,2,1,1,4,0,10
298,KEC,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,3.0,4.0,1,1,1,2,2,12
299,KEC,F,20,R,GT3,T,2,1,other,other,course,other,2,2,0,no,yes,yes,yes,yes,no,yes,yes,1.0,2.0,3,1,2,2,8,12
300,KEC,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3.0,1.0,2,1,3,2,2,15
301,KEC,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4.0,3.0,2,1,1,3,2,11
302,KEC,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5.0,3.0,2,1,1,3,2,12
303,KEC,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3.0,2.0,3,1,1,4,2,13
304,KEC,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,3,1,1,3,0,13
305,KEC,M,17,U,GT3,T,2,2,other,other,home,father,2,1,0,no,no,no,no,yes,no,yes,no,4.0,4.0,4,2,3,4,8,9
306,KEC,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,5,3,4,1,6,16
307,KEC,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5.0,4.0,4,3,4,5,0,14
308,KEC,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4.0,3.0,4,2,2,4,8,12
309,KEC,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5.0,4.0,5,1,3,5,4,14
310,KEC,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4.0,3.0,5,1,2,3,12,10
311,KEC,F,19,U,GT3,T,3,3,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,5,3,3,5,16,12
312,KEC,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,4.0,5.0,5,1,3,2,10,16
313,KEC,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,no,no,no,yes,no,no,4.0,4.0,3,1,1,3,2,13
314,KEC,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,3.0,5.0,2,2,2,1,2,18
315,KEC,F,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4.0,2.0,5,1,2,1,8,15
316,KEC,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4.0,3.0,3,1,1,1,6,16
317,KEC,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,4.0,4.0,4,2,3,5,6,12
318,KEC,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4.0,1.0,1,1,1,5,15,10
319,KEC,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,3.0,2.0,4,1,4,3,6,12
320,KEC,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2.0,4.0,4,1,1,4,2,13
321,KEC,F,17,U,GT3,T,2,2,other,services,reputation,father,3,3,0,no,yes,no,no,yes,yes,yes,yes,4.0,2.0,3,1,1,1,8,15
322,KEC,F,19,R,GT3,T,3,2,services,services,reputation,father,1,2,1,yes,yes,no,no,yes,no,yes,no,3.0,3.0,3,4,3,3,0,10
323,KEC,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4.0,2.0,3,1,2,1,0,10
324,KEC,M,18,U,GT3,T,1,2,at_home,other,home,other,2,1,0,no,no,no,no,no,no,yes,no,3.0,4.0,4,2,4,4,10,11
325,KEC,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4.0,5.0,4,2,4,5,22,10
326,KEC,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4.0,4.0,4,3,4,3,18,13
327,KEC,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,5.0,2.0,2,1,1,3,2,18
328,KEC,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5.0,4.0,4,1,1,4,0,13
329,KEC,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5.0,4.0,5,1,2,5,12,14
330,KEC,F,18,U,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,1,1,1,5,10,14
331,KEC,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,no,no,no,yes,yes,no,4.0,3.0,3,1,2,4,0,12
332,KEC,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3,1,2,2,0,18
333,KEC,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3,1,1,3,0,14
334,KEC,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4.0,2.0,4,1,3,2,0,15
335,KEC,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5.0,4.0,3,1,1,2,0,17
336,KEC,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,2,1,4,5,2,16
337,KEC,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4.0,2.0,2,1,2,3,0,18
338,KEC,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,no,3.0,1.0,2,1,1,3,0,19
339,KEC,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5.0,4.0,2,1,1,4,0,15
340,KEC,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,3,1,3,5,0,15
341,KEC,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,2.0,3.0,4,2,3,2,2,13
342,KEC,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,no,no,yes,yes,yes,yes,4.0,4.0,5,1,2,2,0,14
343,KEC,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3,1,1,3,0,17
344,KEC,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,1.0,4.0,2,2,2,1,0,17
345,KEC,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4.0,2.0,4,1,1,4,0,15
346,KEC,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,4.0,1.0,1,2,2,5,0,13
347,KEC,F,17,R,GT3,T,4,4,services,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5.0,3.0,4,1,1,5,0,8
348,KEC,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3,1,1,3,0,16
349,KEC,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,no,yes,no,yes,yes,no,5.0,2.0,2,1,2,5,0,18
350,KEC,M,19,R,LE3,T,2,1,at_home,services,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,1,1,1,5,0,11
351,KEC,M,20,U,GT3,A,3,2,services,other,course,other,1,1,2,no,no,no,yes,yes,yes,no,no,5.0,5.0,3,1,1,5,0,15
